id,fio,flat_id,move_in_date,move_out_date
1069,Михайлов Денис Евгеньевич,125,2023-01-15,2077-01-01
1070,Анисимова Юлия Ивановна,125,2023-02-14,2077-01-01
1071,Александрова Дарья Сергеевна,424,2024-08-16,2077-01-01
1072,Рябов Руслан Евгеньевич,911,2024-01-11,2077-01-01
1073,Петухова Юлия Павловна,911,2024-02-10,2077-01-01
1074,Виноградов Константин Алексеевич,116,2023-08-01,2077-01-01
1075,Шестакова Любовь Евгеньевна,116,2023-08-31,2077-01-01
1076,Лебедева Кристина Михайловна,116,2023-09-30,2077-01-01
1077,Филиппова Валентина Евгеньевна,812,2022-10-27,2077-01-01
1078,Дорофеев Михаил Андреевич,812,2022-11-26,2077-01-01
1079,Иванова София Павловна,812,2022-12-26,2077-01-01
1080,Комарова Татьяна Алексеевна,812,2023-01-25,2077-01-01
1081,Кузьмина Ольга Алексеевна,62,2022-09-09,2077-01-01
1082,Миронова Полина Андреевна,809,2023-12-29,2077-01-01
1083,Петухов Кирилл Иванович,809,2024-01-28,2077-01-01
1084,Осипов Денис Александрович,283,2024-04-28,2077-01-01
1085,Громов Никита Александрович,283,2024-05-28,2077-01-01
1086,Соловьёв Александр Алексеевич,283,2024-06-27,2077-01-01
1087,Суханова Ольга Михайловна,373,2024-08-24,2077-01-01
1088,Анисимова Наталья Михайловна,373,2024-09-23,2077-01-01
1089,Денисов Егор Сергеевич,373,2024-10-23,2077-01-01
1090,Тарасов Евгений Иванович,373,2024-11-22,2077-01-01
1091,Белоусова Анастасия Петровна,149,2024-10-19,2077-01-01
1092,Фролов Денис Павлович,905,2023-11-29,2077-01-01
1093,Суханова Дарья Николаевна,905,2023-12-29,2077-01-01
1094,Андреева Галина Николаевна,523,2022-07-17,2077-01-01
1095,Макарова Надежда Сергеевна,523,2022-08-16,2077-01-01
1096,Большакова Варвара Ивановна,523,2022-09-15,2077-01-01
1097,Ершова Людмила Михайловна,965,2023-12-14,2077-01-01
1098,Петухова Вера Ивановна,965,2024-01-13,2077-01-01
1099,Макарова Варвара Александровна,965,2024-02-12,2077-01-01
1100,Романов Иван Евгеньевич,965,2024-03-13,2077-01-01
1101,Петухов Владимир Евгеньевич,98,2023-12-02,2077-01-01
1102,Миронова Людмила Петровна,153,2022-01-31,2077-01-01
1103,Воробьёв Варвара Дмитриевна,153,2022-03-02,2077-01-01
1104,Фёдорова Анастасия Александровна,419,2024-11-18,2077-01-01
1105,Кудрявцев Тимофей Владимирович,419,2024-12-18,2077-01-01
1106,Баранова Светлана Николаевна,419,2025-01-17,2077-01-01
1107,Рябов Константин Сергеевич,856,2022-08-20,2077-01-01
1108,Сергеев Роман Андреевич,856,2022-09-19,2077-01-01
1109,Кузьмина Екатерина Андреевна,856,2022-10-19,2077-01-01
1110,Миронова Александра Михайловна,856,2022-11-18,2077-01-01
1111,Анисимова Полина Александровна,925,2024-09-02,2077-01-01
1112,Калинина Людмила Евгеньевна,962,2022-02-13,2077-01-01
1113,Соболева Кристина Николаевна,962,2022-03-15,2077-01-01
1114,Сергеев Матвей Иванович,374,2021-08-09,2077-01-01
1115,Маркова Алёна Петровна,374,2021-09-08,2077-01-01
1116,Ильин Виктор Михайлович,374,2021-10-08,2077-01-01
1117,Давыдов Михаил Андреевич,720,2022-08-15,2077-01-01
1118,Никитин Руслан Сергеевич,720,2022-09-14,2077-01-01
1119,Титова Екатерина Михайловна,720,2022-10-14,2077-01-01
1120,Фёдорова Надежда Николаевна,720,2022-11-13,2077-01-01
1121,Дорофеев Артём Николаевич,600,2022-07-26,2077-01-01
1122,Ширяев Марк Павлович,432,2023-11-26,2077-01-01
1123,Миронов Денис Сергеевич,432,2023-12-26,2077-01-01
1124,Лебедев Марк Евгеньевич,510,2021-12-24,2077-01-01
1125,Макарова Марина Сергеевна,510,2022-01-23,2077-01-01
1126,Волкова Полина Сергеевна,510,2022-02-22,2077-01-01
1127,Бобров Артём Иванович,817,2023-05-23,2077-01-01
1128,Соколова Полина Александровна,817,2023-06-22,2077-01-01
1129,Казаков Денис Андреевич,817,2023-07-22,2077-01-01
1130,Ильина Алёна Владимировна,817,2023-08-21,2077-01-01
1131,Титов Роман Алексеевич,140,2023-10-24,2077-01-01
1132,Николаев Игорь Иванович,776,2024-03-26,2077-01-01
1133,Васильев Иван Николаевич,776,2024-04-25,2077-01-01
1134,Жуков Сергей Дмитриевич,895,2023-02-03,2077-01-01
1135,Кузнецова Людмила Алексеевна,895,2023-03-05,2077-01-01
1136,Киселёв Александр Петрович,895,2023-04-04,2077-01-01
1137,Калинина Виктория Алексеевна,766,2024-09-12,2077-01-01
1138,Боброва Мария Петровна,766,2024-10-12,2077-01-01
1139,Семёнов Олег Дмитриевич,766,2024-11-11,2077-01-01
1140,Белова Кристина Владимировна,766,2024-12-11,2077-01-01
1141,Королёв Надежда Павловна,518,2020-12-13,2077-01-01
1142,Попова Мария Павловна,11,2023-05-12,2077-01-01
1143,Лебедев Дмитрий Петрович,11,2023-06-11,2077-01-01
1144,Герасимова Любовь Владимировна,124,2022-05-20,2077-01-01
1145,Иванова Наталья Дмитриевна,124,2022-06-19,2077-01-01
1146,Титова Елизавета Евгеньевна,124,2022-07-19,2077-01-01
1147,Беляев Кирилл Иванович,260,2021-01-16,2077-01-01
1148,Баранов Евгений Андреевич,260,2021-02-15,2077-01-01
1149,Тимофеева Полина Павловна,260,2021-03-17,2077-01-01
1150,Калинина Мария Ивановна,260,2021-04-16,2077-01-01
1151,Тарасов Олег Евгеньевич,626,2022-05-24,2077-01-01
1152,Шестакова Александра Михайловна,901,2022-07-12,2077-01-01
1153,Степанова Мария Сергеевна,901,2022-08-11,2077-01-01
1154,Фролов Александр Андреевич,441,2024-04-07,2077-01-01
1155,Васильева Полина Дмитриевна,441,2024-05-07,2077-01-01
1156,Коновалов Павел Михайлович,441,2024-06-06,2077-01-01
1157,Соболева Вера Павловна,952,2024-02-18,2077-01-01
1158,Попова Екатерина Андреевна,952,2024-03-19,2077-01-01
1159,Петров Евгений Павлович,952,2024-04-18,2077-01-01
1160,Сергеева Полина Петровна,952,2024-05-18,2077-01-01
1161,Суханова София Сергеевна,38,2021-11-01,2077-01-01
1162,Петров Илья Алексеевич,797,2024-05-03,2077-01-01
1163,Журавлёв Никита Андреевич,797,2024-06-02,2077-01-01
1164,Степанов Кирилл Алексеевич,602,2023-12-31,2077-01-01
1165,Кудрявцев Николай Александрович,602,2024-01-30,2077-01-01
1166,Смирнов Никита Михайлович,602,2024-02-29,2077-01-01
1167,Иванов Игорь Иванович,311,2023-02-02,2077-01-01
1168,Жукова Валентина Николаевна,311,2023-03-04,2077-01-01
1169,Давыдова Варвара Павловна,311,2023-04-03,2077-01-01
1170,Рябова Татьяна Павловна,311,2023-05-03,2077-01-01
1171,Алексеев Евгений Николаевич,846,2021-12-15,2077-01-01
1172,Максимова Полина Михайловна,595,2021-07-15,2077-01-01
1173,Семёнов Олег Павлович,595,2021-08-14,2077-01-01
1174,Осипова Юлия Петровна,340,2020-12-19,2077-01-01
1175,Зайцева Людмила Николаевна,340,2021-01-18,2077-01-01
1176,Соколов Дмитрий Иванович,340,2021-02-17,2077-01-01
1177,Сорокин Никита Евгеньевич,246,2023-12-15,2077-01-01
1178,Журавлёв Сергей Михайлович,246,2024-01-14,2077-01-01
1179,Фомина Юлия Павловна,246,2024-02-13,2077-01-01
1180,Белоусов Кирилл Михайлович,246,2024-03-14,2077-01-01
1181,Жуков Кирилл Александрович,133,2022-10-13,2077-01-01
1182,Морозов Максим Евгеньевич,666,2022-02-25,2077-01-01
1183,Денисов Денис Сергеевич,666,2022-03-27,2077-01-01
1184,Петухова Виктория Павловна,753,2022-07-01,2077-01-01
1185,Морозов Максим Петрович,753,2022-07-31,2077-01-01
1186,Яковлев Артём Владимирович,753,2022-08-30,2077-01-01
1187,Егоров Матвей Павлович,121,2021-09-25,2077-01-01
1188,Денисов Арсений Алексеевич,121,2021-10-25,2077-01-01
1189,Воробьёв Андрей Иванович,121,2021-11-24,2077-01-01
1190,Михайлова Надежда Владимировна,121,2021-12-24,2077-01-01
1191,Яковлев Арсений Сергеевич,7,2022-02-18,2077-01-01
1192,Виноградова Елизавета Андреевна,230,2021-07-22,2077-01-01
1193,Тимофеев Сергей Михайлович,230,2021-08-21,2077-01-01
1194,Романова Валентина Андреевна,395,2021-09-21,2077-01-01
1195,Боброва Варвара Петровна,395,2021-10-21,2077-01-01
1196,Павлов Дмитрий Павлович,395,2021-11-20,2077-01-01
1197,Волков Матвей Владимирович,168,2022-01-18,2077-01-01
